mine_id,month,coal_type,depth,degree,mine_type,temp,pressure,diesel_usage,petrol_usage,electricity_usage,coal_mined,coal_used_as_fuel,vehicle_count,methane_emission,co2_emission
7,2010-08-19,Peat,72.47461721920294,1,open-cast,17.025107351769446,101.05229601975785,124905.13153787605,0,186249.68736666895,910671.3021940866,14.747461131549082,13,50086.921620674766,336272.9999579145
1,2010-11-04,Sub-bituminous A,146.77717543323695,2,open-cast,29.538448507647875,93.09068365624472,94512.60793629248,0,159855.77141789102,566207.3433928292,27.427271297479752,5,69217.0,254604.60659489056
5,2010-12-04,Peat,57.23098135216815,3,open-cast,24.03328934081693,106.68773390386067,68355.16597802496,0,243037.4103602417,489990.4105107401,27.439392434749795,24,26949.472578090707,185184.75158606088
4,2010-07-26,Lignite,87.96081973414582,1,open-cast,15.192361328848643,106.27773682579638,66168.13351452125,0,142783.28708054617,376893.632293017,3.6353709333591118,23,65346.0,178501.42077297744
3,2010-06-07,Bituminous A,317.81942779064906,2,underground,25.760725912883657,101.56708190925508,92751.06512871517,0,462538.3049911909,670743.1745711841,58.29664276110944,21,63654.0,252365.66864588443
10,2010-01-22,Sub-bituminous C,175.74466955321532,3,open-cast,31.037570238727998,98.92368017396076,75390.29174521376,0,120210.54649893283,398936.0688120003,38.85327201672539,7,61520.0,203031.70835846415
4,2010-10-09,Sub-bituminous C,341.9138761943217,2,underground,29.421626544650195,103.75425087717537,27425.815976661353,0,173063.91364634276,147808.32402453755,6.129974735250736,16,36952.08100613439,74920.31090935244
1,2010-08-03,Bituminous C,333.53051393949943,2,underground,24.348404318164754,95.68093477146176,48668.525859727146,0,331937.3581233938,346555.63146708,13.502274480753965,21,66896.0,133153.53564068058
2,2010-11-18,Bituminous A,195.25994735581898,1,open-cast,32.281757674596705,94.13124338774102,112564.67343558883,0,273976.4303353439,907353.3014306388,1.8785376533399352,8,67360.0,303919.93153612793
10,2010-10-28,Peat,501.1132767419715,2,underground,34.85790738071282,95.95655428687427,153175.32541003186,0,912440.3115950171,766023.6247763917,70.23818555187074,24,42131.29936270154,417991.88265396457
8,2010-03-06,Bituminous B,580.0086870409851,2,underground,33.26531232060574,104.13112674926077,51706.35565772449,0,237678.45546512053,322526.7983798287,19.790645698890884,19,63882.0,140521.99649751562
4,2010-11-28,Sub-bituminous A,310.8988412200064,3,underground,26.192107796419315,96.3716830080283,40963.51515927353,0,153644.29611798032,226800.36025598622,13.006084580212226,7,62627.0,111042.1038550205
10,2010-05-03,Sub-bituminous C,369.03854734970196,1,underground,33.200599322266385,103.32712352293942,118475.23264840317,0,601320.9788789793,719368.9571256957,38.77037355966725,9,63960.0,322444.45552452817
5,2010-03-07,Bituminous B,133.475089918759,2,open-cast,25.006113388570647,106.0717931043801,31238.09643556332,0,27300.670786038398,240350.3924813656,19.143933880650728,22,68324.0,83941.96394775523
7,2010-07-20,Sub-bituminous C,475.40969341151083,2,underground,33.02064018585814,92.42042979538917,106874.70958306949,0,528246.1248134647,709532.5694494705,18.431830352451946,6,61515.0,290755.83990609663
9,2010-01-11,Bituminous B,449.4228053595971,2,underground,31.630062341121825,91.3476793074139,111912.27502092317,0,972821.3698280656,905734.3666062609,66.81232440407463,8,63433.0,307902.03228866425
10,2010-03-22,Bituminous A,307.8739116901831,3,underground,31.994410569760646,90.99718088794748,40511.54697054359,0,137759.9838405685,223537.7006383714,12.050761747852889,18,65271.0,109700.57774854949
3,2010-01-09,Bituminous A,521.3209336032992,3,underground,16.85736370485294,105.18857565975976,85083.53599784477,0,399607.465880961,456493.5719313985,19.78405081994685,17,67571.0,231300.65769444787
10,2010-09-07,Bituminous A,426.85942320631955,2,underground,31.57262521132052,105.32465003344578,86277.53461740767,0,569368.4280876974,671935.5221661936,21.272506658915447,13,66261.0,235892.61388497168
3,2010-11-09,Sub-bituminous C,126.63740351544682,2,open-cast,34.27515140467656,102.22373733534324,20306.5570487978,0,40603.130372402935,100609.76185694392,4.482670420066199,5,25152.44046423598,54754.51855983181
4,2010-06-15,Anthracite,197.61573624792547,1,open-cast,34.85073066446989,103.54399285078156,17114.18199814598,0,51161.94673983228,120790.59158346443,9.401127339268614,12,36237.17747503932,46285.53571829786
4,2010-01-18,Peat,590.1497002078193,2,underground,23.595402013792036,107.96830035725526,52451.08063747201,0,215250.90833167025,424116.493146732,2.2698583530823098,8,23326.407123070258,142333.95355674467
4,2010-02-06,Lignite,148.273283795537,2,open-cast,24.86156285769272,94.08417534333111,170509.53869327792,0,138747.1563674244,946646.9173795047,56.340043345366624,5,61972.0,458103.29038019775
8,2010-03-08,Bituminous C,412.78986648804056,1,underground,31.03286597673724,98.09423272797872,85448.67426218734,0,551825.3818825621,535211.9473843835,12.088242152304641,22,63414.0,233527.4151540991
2,2010-05-02,Peat,143.8314109157776,1,open-cast,28.697745976892705,104.38920025287753,73467.07471296222,0,196120.79809434174,559278.0673763761,0.5102078931989514,11,30760.293705700686,198499.95077511235
3,2010-02-08,Sub-bituminous A,364.04677906887883,2,underground,30.464598710486364,94.43853347498187,13179.089015401662,0,101786.19852461919,103585.2374634501,9.72809125321436,24,61550.0,36154.60538917834
5,2010-07-13,Bituminous A,317.8510911876645,3,underground,20.695332707426758,91.84076264124923,127594.45341331007,0,456316.226371675,663972.6086051955,29.17302962297656,13,61048.0,345694.92820391874
6,2010-09-28,Sub-bituminous C,236.19440313631884,1,underground,20.718874244966315,92.28455469349008,139744.3921730901,0,688073.7660977867,903949.101828465,12.942331924164428,15,62331.0,380157.17590588337
10,2010-11-26,Lignite,519.3397992484888,2,underground,18.45953495937036,102.25621531545578,158768.7582544999,0,1078608.9337096813,931906.3090653185,25.85409499436689,16,66603.0,434344.8653784792
6,2010-04-28,Sub-bituminous A,147.63056932502855,3,open-cast,15.615188721247506,108.20340248227632,47872.23803053724,0,152206.39501757707,330227.68330897926,19.073300864825725,13,69555.0,129545.69036098395
8,2010-09-17,Peat,164.64010334790677,2,open-cast,17.237866446148125,103.87639465911991,104135.91053749598,0,136598.60223735886,555520.7047966071,13.114647985453082,11,30553.638763813393,280204.3487788356
5,2010-03-20,Peat,198.8884041575603,1,open-cast,33.482810740377346,106.38776847626782,88145.57849819964,0,187956.6695474028,530269.0165971117,38.793450622512296,24,29164.795912841146,237771.39506546376
1,2010-01-15,Sub-bituminous C,183.90954014264187,1,open-cast,17.28673027095607,105.29275812122285,50056.87323658211,0,112035.28039886024,277062.38291795994,13.064415044073916,23,69265.59572948999,135071.10957331074
10,2010-06-15,Anthracite,168.55448092770905,2,open-cast,31.08176405856826,96.83655781138673,41410.57968023275,0,86305.89267659889,273033.8732501282,15.534069769047798,19,62048.0,111688.0618629719
9,2010-12-15,Lignite,135.37572836988178,2,open-cast,16.05268366089909,101.2422226484502,120088.5039948877,0,269709.76826258353,966028.9616546856,14.120449187307594,8,67086.0,324048.81080605224
10,2010-06-04,Bituminous B,160.56660195265601,1,open-cast,23.329654642298543,97.03844310581674,52316.567435987155,0,35976.20175499173,281424.59281129984,27.242114751372878,15,64491.0,140503.4055828365
7,2010-12-12,Bituminous C,407.38404469301906,1,underground,18.198072774827544,95.62850221637314,63149.29161980074,0,265802.5799331169,355951.0813385142,34.68942413417689,11,61276.0,171419.68269651756
2,2010-04-14,Sub-bituminous A,545.2266001218709,2,underground,16.858070370956906,95.59566678819189,56004.360664515705,0,369970.1661768369,320482.5590225856,16.691572681976556,6,63089.0,153125.44194355217
1,2010-12-05,Lignite,532.4087641524596,2,underground,21.690955373368688,99.58095677156457,90376.7602097115,0,392572.4046398554,718030.2847672522,0.3333042691697821,16,68095.0,245428.81108007365
2,2010-10-24,Bituminous C,103.97929165792316,1,open-cast,22.649279094993794,109.68277266272021,106184.01895472477,0,102219.81959295608,728344.9960139977,11.313013631994634,7,61798.0,285411.37331932463
9,2010-09-23,Bituminous A,125.80624467096459,3,open-cast,16.651616113185316,104.24407197272345,69066.26104341613,0,112858.19586710184,554724.3443782399,7.081062509119005,22,68638.0,186023.01680246548
5,2010-09-03,Bituminous A,489.32684155700605,3,underground,31.5645606122547,94.72436943802458,78833.19994471519,0,309301.29610269214,465784.57244824286,33.32818262600335,21,62270.0,213809.2464798788
2,2010-11-10,Anthracite,572.0422349921886,2,underground,23.530908877755518,92.92447338730479,149363.88097566972,0,1108466.3986896435,933998.3713996725,76.42594867381753,9,63497.0,409384.62548404996
4,2010-02-15,Sub-bituminous B,432.2192537685098,2,underground,15.093100995712241,101.32443134815702,60708.121927249806,0,494820.808174112,414006.7034557651,1.984580949337349,22,63896.0,166755.2973920572
6,2010-12-04,Bituminous C,82.8252079621873,3,open-cast,31.846000799665926,97.71918029601375,21717.442956378334,0,22130.685818235026,129023.03297355368,8.007118357073347,11,51609.213189421476,58384.21874680347
1,2010-01-05,Sub-bituminous A,175.16852051806617,3,open-cast,25.72735191110068,106.17029334073953,131013.0557574421,0,202422.26388472188,826774.4317970877,37.71010812708641,13,68391.0,352774.85199379956
9,2010-07-01,Peat,75.8617693390434,3,open-cast,34.11660654503936,98.72396192488428,68531.10086638319,0,126326.45967024309,545775.6374826398,16.65163174676689,8,30017.660061545186,184699.22729120296
4,2010-07-24,Sub-bituminous B,134.74753413291637,2,open-cast,21.047796446736477,91.40414986310614,139980.86639727457,0,156426.90970393893,747526.8084158053,32.44271485216384,11,69617.0,376431.4226042682
2,2010-04-06,Peat,167.7986436665853,3,open-cast,15.172947900073396,91.12619013313888,107934.32159281446,0,208951.5780101822,854122.6739417403,71.76503365639525,8,46976.74706679572,290977.38480842626
1,2010-03-12,Peat,395.8796886846932,1,underground,26.964529674673102,93.44837543000351,29726.778425922694,0,245801.10592861805,224634.49919401808,12.09063875459036,23,12354.897455670995,81683.33525008749
9,2010-02-10,Lignite,147.27210848425528,3,open-cast,19.532299754912493,99.89511234503934,26332.29994607302,0,31751.611349934057,184306.7279632592,9.869908237547355,12,46076.6819908148,70830.92706854516
10,2010-05-17,Bituminous C,437.81061136442577,3,underground,33.124157904408136,103.43347664107249,52234.17448147754,0,265572.52589673677,364833.9088732914,35.96372733122758,19,62594.0,142165.28232271303
4,2010-08-11,Peat,55.73167069645553,1,open-cast,29.766073939542686,94.77546699776529,111443.64162640362,0,314705.6731069167,695857.8186312763,52.04868212944448,24,38272.1800247202,301249.54607823846
3,2010-06-16,Sub-bituminous A,137.1392881796893,1,open-cast,27.589295571334112,97.27533377419527,48140.20151777268,0,102904.89633062785,308412.5605683257,7.30682478501007,11,66185.0,129859.56021754193
8,2010-08-27,Anthracite,507.1253528464653,2,underground,21.130361784356946,91.66823443971549,68434.72875554783,0,183385.70048485778,364806.14839165297,10.810752251899073,24,64859.0,184908.835808844
8,2010-05-18,Lignite,141.3895857346361,2,open-cast,20.912574306602494,90.01662222581629,28201.96309246554,0,54924.26937643705,168729.65501268982,16.448445649079535,22,42182.413753172455,76031.64009669443
5,2010-11-22,Bituminous B,179.26950913678718,1,open-cast,16.627030075531323,95.23276084014901,45456.57472815613,0,53604.519819297944,318954.0555342007,16.674962627542957,14,68776.0,122263.17733397667
10,2010-06-07,Sub-bituminous A,368.3263129122298,2,underground,17.505019617254455,98.42219351251126,121428.97894431098,0,457995.0674002164,836024.5754673616,71.51182648612351,15,61543.0,329185.22312343516
3,2010-05-24,Bituminous C,335.5477897566226,1,underground,15.336662961051017,92.69782112383486,59145.809541392635,0,425570.5615442657,440364.35708372924,22.187394066336754,23,61700.0,162000.44817559523
4,2010-06-21,Sub-bituminous A,99.00876404703752,3,open-cast,30.656812014458115,91.30084866716376,89609.43512095528,0,247520.7122343325,556656.7271929951,6.239653116015007,12,69204.0,242182.9559644817
8,2010-01-22,Bituminous B,113.72855163716218,1,open-cast,15.852388045467658,92.87312454119257,80757.74005164043,0,157887.929939721,507424.31380925805,33.65256563058076,16,66024.0,217725.42436390207
3,2010-03-08,Peat,267.9450451967451,2,underground,25.234794432691498,102.38924276044588,20789.388627229135,0,122117.40084297935,102227.47911365995,7.333798058026801,12,5622.511351251297,56716.92420788651
10,2010-09-22,Sub-bituminous A,151.05352609993005,2,open-cast,29.726169572355786,102.71103070634253,59679.91661273467,0,136963.7284728776,378417.3074738492,36.59936778582388,11,61728.0,161065.27909560653
7,2010-06-10,Bituminous B,52.527480746793756,2,open-cast,21.967884478039345,106.13167846222832,18747.4284247019,0,24535.17894636956,138613.25340725255,9.060093917655541,8,67473.0,50444.29664556132
4,2010-01-07,Sub-bituminous B,550.5194574631788,1,underground,23.868568352040832,100.27799915519863,29428.050108607797,0,198902.55585949932,222560.01450636255,19.821672801285697,10,62538.0,80498.1752491168
1,2010-02-24,Sub-bituminous C,155.00721142209204,1,open-cast,16.94345711104303,105.57970735451448,58990.338340862356,0,55634.120826397666,395188.2607336724,32.22768220160165,12,65081.0,158550.3065442876
9,2010-03-11,Sub-bituminous A,114.64330671365525,2,open-cast,31.74452633317453,91.00697627241509,39513.314806200855,0,90091.41599306704,251981.23746628957,19.801524507154657,9,62375.0,106634.43329176145
10,2010-08-18,Sub-bituminous A,475.7425205696067,1,underground,22.504008825777703,105.72903569485572,99338.77859089184,0,616276.561598387,516070.70624670025,1.5994440393257643,25,63514.0,271281.39442869695
3,2010-12-11,Sub-bituminous C,569.7472917417354,1,underground,18.046787622437176,92.98753252192759,59171.345300983776,0,334580.4520476629,420083.23527104454,20.345941756718485,10,64530.0,161322.76511342736
9,2010-03-12,Lignite,213.22925586567044,3,underground,19.230178879435623,103.76692972173308,61222.07195575031,0,223632.35921192024,392154.06020791904,9.12088870971357,12,66314.0,165908.93818694857
5,2010-11-10,Bituminous C,141.18688584983386,1,open-cast,27.918087394933206,106.98090459208161,123838.23704147829,0,350334.43445596023,943808.3677220427,91.80765112172064,6,67032.0,334759.2176337007
6,2010-06-19,Bituminous B,121.48296722169034,2,open-cast,24.59373369023427,95.9826630142177,108903.82595034478,0,287007.1788697988,757742.6766705158,48.99319202556724,8,68072.0,294215.7124136564
8,2010-09-15,Bituminous A,93.11920157093954,2,open-cast,32.10766054877975,98.26652318348168,76261.14652561337,0,139722.77885606152,391685.7267380298,27.676814807376893,11,64928.0,205525.59947526353
5,2010-09-17,Lignite,135.23876338831786,2,open-cast,31.839216120358074,99.98252154001668,55204.84419712853,0,123242.10731663858,409286.2676837501,13.523033742300903,8,61161.0,148959.5677283009
2,2010-12-24,Peat,184.35582841191192,3,open-cast,19.174630814177497,108.93035875039509,87235.17493011487,0,262152.38349902304,658301.4774282031,2.6672322933915478,21,36206.581258551174,235939.91835739985
10,2010-04-21,Sub-bituminous B,156.0269872169339,2,open-cast,21.12550975293519,106.45657719545032,74256.10442463074,0,101847.57649274747,449390.60307119094,40.9011974293971,11,62613.0,199841.50998525092
2,2010-01-16,Sub-bituminous A,387.73532220426455,3,underground,27.33455337771558,95.16890955114202,65156.13452274932,0,283897.95722126204,421697.0117823291,28.431378572921727,22,66556.0,176946.40377018254
2,2010-05-17,Sub-bituminous B,571.9118389712353,2,underground,20.489453847589964,93.39502816731697,30995.623036256595,0,221335.53817430313,202652.0326283049,10.098173463892081,13,61678.0,84883.22115019696
6,2010-12-09,Anthracite,258.4952598421601,2,underground,25.289224171437723,100.56232256369026,123933.05320523916,0,486372.9033965609,792201.3335245404,55.32628047990965,17,65262.0,336128.8403978928
5,2010-02-27,Sub-bituminous C,169.7339866742867,3,open-cast,30.66046929583386,91.23198545520734,69269.92001480605,0,116151.26890258599,469019.40912497166,31.023830948718416,22,62389.0,186595.82604468142
9,2010-01-18,Sub-bituminous B,508.60920167896523,1,underground,24.6132050986823,106.20350394251251,45194.072226075485,0,358931.5891134982,359521.73645016795,10.448974142159694,10,61041.0,124063.352596613
5,2010-05-04,Bituminous A,173.2595369711819,1,open-cast,25.02831727140422,101.65561644825394,63121.70080348345,0,49007.40196354187,473954.06229376444,4.955229037710489,13,65527.0,169568.0188494367
2,2010-09-11,Peat,438.85508392296396,3,underground,17.288441892704295,98.79251642621759,65628.86417177007,0,206509.38205215783,375586.22910682665,32.5634109053066,20,20657.242600875466,177578.7329131715
3,2010-10-09,Sub-bituminous B,158.49563892438607,1,open-cast,29.84173668358534,106.0931461237745,113603.61009187457,0,377299.07192257675,896475.1316610072,2.7600756073651995,11,69474.0,307551.527435989
1,2010-11-27,Sub-bituminous C,420.46016146019065,2,underground,18.82827081936302,106.39988466090998,139003.54784309363,0,569005.8481631824,967143.4516169259,93.49906349955194,8,61532.0,377195.35617442906
8,2010-11-20,Bituminous B,590.3052803607695,3,underground,27.252747334913657,99.67508411246486,75726.90432629341,0,438646.6802625094,383758.53954906017,18.95492960949312,19,67540.0,206545.00637261895
1,2010-03-01,Sub-bituminous B,169.53796897496866,1,open-cast,21.67462130379524,90.74136625326464,111041.84938179393,0,114461.0754520376,732516.5626770988,17.71543057858643,13,65687.0,298530.73716191447
5,2010-07-02,Sub-bituminous A,198.6304593791922,3,open-cast,30.80950133066245,94.6101076455557,119495.17302737659,0,367381.3375808986,789986.1736154073,77.30571340581547,22,68114.0,323259.59068153263
7,2010-10-07,Sub-bituminous C,124.31437385140975,3,open-cast,20.51543936707531,105.91931383897769,51709.49640427215,0,163444.10757175557,367916.6994267544,31.115293664163584,16,64980.0,139921.69204553775
5,2010-06-14,Anthracite,307.49525439091013,2,underground,26.808454623467277,90.59403369444829,167228.93688284827,0,1030453.7129535748,965932.6930651909,38.33486508755299,9,69727.0,456623.2712922527
5,2010-10-06,Anthracite,81.26959895516211,1,open-cast,30.30271717633513,96.91610752134552,72847.89091731726,0,127882.49466578354,511489.2067276612,49.2231563175235,21,64484.0,196280.9841146697
2,2010-11-07,Sub-bituminous B,110.64063574034617,3,open-cast,15.328360996755022,105.60172759967571,55706.84879456694,0,131786.7191785065,365188.29426447896,9.404295321282607,6,64898.0,150375.00586670317
8,2010-11-23,Anthracite,75.86714910190857,3,open-cast,21.10286826415475,108.60829024489531,51875.29913327614,0,80498.49608101662,257844.08429236177,10.417270985017474,17,67502.0,139685.8893450444
2,2010-02-01,Peat,508.2930117612243,1,underground,18.55320444637252,97.19789089661548,63769.83975202598,0,476237.1533452393,444448.5553980397,4.320759212912686,9,24444.670546892183,174808.3151928606
7,2010-12-14,Anthracite,171.8101870691046,3,open-cast,29.11803310081924,99.9813592930042,136207.97275699576,0,168554.67661921956,832853.8189434204,32.620388480023834,9,64685.0,366419.51533702627
7,2010-10-15,Bituminous C,293.43663064578976,3,underground,17.773837076702097,101.748066133491,160516.3484534124,0,824673.0281166891,964840.6561352574,62.31818608015228,25,61963.0,436946.1326857022
8,2010-06-10,Peat,165.97520696196088,1,open-cast,19.808972731235936,90.67113407710099,111953.46502219058,0,329581.1501455594,862692.3614189032,2.036606051408266,20,47448.07987803968,302737.8516906643
3,2010-08-06,Sub-bituminous B,252.7405832811986,1,underground,19.877109044420905,94.73164509689596,146757.49231596015,0,590547.4490013554,813321.6028029581,47.711847904883726,10,68883.0,398152.5684885843
8,2010-06-15,Sub-bituminous C,559.4566301463885,3,underground,25.07647920934528,95.1376439481647,121174.25864594952,0,435076.5051905074,847545.9629150955,23.604339797156594,11,68113.0,328314.6405137069
7,2010-05-11,Sub-bituminous B,322.04173960093533,3,underground,28.51848419836385,104.50867225033579,107826.70648308824,0,669787.630777543,657595.438042982,29.992123085267924,9,61929.0,294467.8319470524
5,2010-10-08,Sub-bituminous A,530.4354227503263,1,underground,30.360577080522706,93.82040499704381,168231.55263909404,0,919360.3554417621,899795.8304379286,85.22299575974083,20,62975.0,458399.3159873945
5,2010-06-17,Sub-bituminous A,118.53834871887867,2,open-cast,28.96655652865326,103.89426494695779,116310.33155395277,0,65656.68774996659,583613.2179928042,24.233554113213906,21,67977.0,312250.07340414316
8,2010-02-01,Lignite,149.2549034133632,3,open-cast,32.66794585961247,108.75150659194074,14632.346052086905,0,34282.24353642401,113370.15695335418,3.1369670894256605,14,28342.539238338544,39495.80181659158
4,2010-05-18,Bituminous B,170.15623908836307,2,open-cast,21.640227185907705,97.30862967925962,87961.06922529673,0,75250.02586073981,552949.8840895772,14.76316341133694,8,68701.0,236352.7157358533
9,2010-07-24,Sub-bituminous A,369.15988357027925,1,underground,18.154519528293147,90.34369162033511,64913.23920735277,0,196101.8430025055,329317.01915352826,11.809106920098953,24,62263.0,175575.51618832597
3,2010-03-02,Sub-bituminous A,187.01858876865055,3,open-cast,23.21839613308598,90.86135908856697,61636.825598094925,0,108934.14463797773,391346.4868802962,19.558174800889695,11,68678.0,166079.95258892584
7,2010-09-13,Sub-bituminous A,110.45282631070248,3,open-cast,21.684516732606724,100.58915501138958,148663.8598224876,0,240033.50096673094,975060.9212335763,4.389797476352664,10,63385.0,400387.419032194
8,2010-06-19,Sub-bituminous C,552.716393668456,3,underground,29.02504753096845,92.0132295432106,139380.1044750911,0,891489.9227147626,943338.1029261786,19.43376869201854,16,69067.0,380848.89735950524
3,2010-02-11,Peat,391.10524760809767,3,underground,24.068231591022524,96.22035190524967,122119.8930546933,0,476564.941761981,697767.226979615,31.36639548642959,12,38377.19748387883,331189.1459090263
6,2010-03-09,Sub-bituminous A,126.1918459188285,3,open-cast,31.833504502093565,90.29041715041818,131064.23459780037,0,225147.63370236594,704856.8059984478,21.83058941317392,11,64460.0,353098.3593184644
8,2010-05-13,Bituminous C,68.50356989821887,1,open-cast,23.460249651949287,104.5355371680445,96739.88377975796,0,109503.11814846973,601649.7395020343,58.6491145789998,18,62809.0,260160.8140985688
1,2010-11-06,Bituminous C,440.85851178050325,1,underground,34.363045347370814,92.8511515142777,43047.95959941409,0,331615.2522801556,295178.9134681412,3.1928956328908664,14,65414.0,118087.77679512705
5,2010-08-06,Bituminous B,216.96790653293027,2,underground,20.70903128018322,102.64967959984877,125503.5956319786,0,610423.0198696749,639897.472484801,62.610654890936104,17,64796.0,341355.10505663406
9,2010-04-14,Bituminous A,87.31789692582737,2,open-cast,22.620631399819693,104.68789716438498,158686.91144459942,0,162918.19778180393,985066.6679593595,87.99583763506936,11,62619.0,426616.85189333727
9,2010-06-09,Anthracite,320.3258304482642,3,underground,25.003387253270773,104.44358294698257,22511.621910856407,0,121351.0071584398,120918.20242715468,4.859135588986292,9,36275.460728146405,61326.22497979438
9,2010-04-01,Bituminous C,119.0388239438741,3,open-cast,28.60833170615271,91.01735520592024,115790.38717518991,0,392689.3082299633,807941.3272553378,33.45087425360571,15,61094.0,313538.2899569947
7,2010-10-24,Bituminous C,599.5078316405493,2,underground,23.063748218485998,104.17659359430348,113864.5261995514,0,652628.426068032,656955.083275468,51.333137077842345,14,63124.0,310508.4833085557
4,2010-02-02,Bituminous C,330.83296286278267,2,underground,26.87547409779272,90.39674641965495,160503.49690300168,0,758138.7388839722,906988.0253264348,63.55607232699166,23,67819.0,436366.1093588931
10,2010-09-19,Bituminous A,172.30356816833984,3,open-cast,23.195205788969034,90.14293121588969,116314.07906880567,0,267567.4858218762,854770.8576565835,10.502805878650264,12,67073.0,313915.7852881386
8,2010-09-12,Sub-bituminous B,121.43461939860991,3,open-cast,27.70377999033588,107.04216523786758,25132.395397277858,0,75275.11201980316,196527.5976699506,9.365617115702172,14,64165.0,67972.07558326704
3,2010-02-02,Bituminous A,428.9844852477212,1,underground,31.3800962742923,101.40837080210868,126930.46184770897,0,740202.5560912234,670637.3218781316,2.594741670608335,16,69769.0,346243.2987118081
4,2010-10-23,Bituminous C,126.30379663325854,2,open-cast,21.486562955596998,96.5709818315509,36486.84336193466,0,33799.55333156938,184457.5962247576,14.064795037215989,23,66998.0,98061.89654730377
4,2010-06-04,Bituminous B,132.5310704916585,2,open-cast,22.491797873898104,104.70612992215356,80205.47998338872,0,103695.24661420297,498848.71759863646,21.15920774986909,17,66430.0,215800.98737771827
3,2010-10-27,Bituminous A,101.90429333526427,3,open-cast,23.424356442974013,108.96077237969399,66926.91281898697,0,120007.67287622295,478396.05095896596,36.315608879505874,14,69919.0,180348.1892724701
8,2010-03-13,Bituminous B,135.93705065789152,2,open-cast,20.977666068676974,103.446208479208,71096.39190427755,0,138015.5830076017,545189.4233943415,16.072947121089964,10,66948.0,191670.05808412618
4,2010-05-27,Lignite,570.5812650217047,2,underground,31.909931300129216,104.82577394675644,97518.24157630099,0,476790.00322678394,772640.6204035296,10.912519958984147,21,66383.0,265258.5654509463
10,2010-07-25,Sub-bituminous A,353.1123696054541,3,underground,22.06728323858322,97.98489896265467,89324.8300280103,0,425415.37466527533,605115.9286274002,42.260470239276174,24,66005.0,242878.95054732286
1,2010-09-16,Bituminous B,109.02997283107791,1,open-cast,21.98733089481962,98.07111309572849,15908.677229928444,0,37509.094972070074,118230.60220531713,2.6464311558275306,17,69917.0,42942.82955497921
7,2010-08-02,Bituminous C,183.60310379842966,3,open-cast,34.72023766113249,92.21148567985678,72750.74635013485,0,45355.2337593627,439163.91698710056,10.63959685722592,10,69127.0,195343.9131351882
10,2010-02-14,Bituminous C,81.33384105643202,1,open-cast,22.36410448112443,107.8070995845254,165987.09851975486,0,329007.5143271194,859424.0164738843,30.53470055058916,8,65359.0,447543.2856504254
4,2010-11-24,Sub-bituminous A,123.00588717353274,1,open-cast,23.450050583279598,91.1748411529608,119233.59076249153,0,135450.3868718,723654.2525087901,17.822734807882167,13,61727.0,320656.7164158261
6,2010-11-27,Bituminous C,290.369041322196,3,underground,31.52030621615666,92.16535512555147,97609.09960061916,0,522964.75321617356,486946.0869992472,26.284423608954583,12,62855.0,265880.697906032
8,2010-02-28,Peat,368.28904332588525,2,underground,15.486049099620327,100.4343971956555,102375.13609797576,0,485494.24946603045,782863.901203807,21.196379149110196,11,43057.514566209386,278346.41758819646
1,2010-07-20,Lignite,109.98987960177152,1,open-cast,28.24919128682962,98.74303474415696,100532.61162528627,0,158012.9048409463,799971.8789471937,61.959642883635105,13,69469.0,270723.104975463
3,2010-05-06,Peat,82.08476987651858,1,open-cast,18.876774563067823,100.60300185454986,84973.29626276925,0,149255.42085354947,460739.20757114794,11.190474994343317,13,25340.656416413138,228952.3284352207
8,2010-02-23,Bituminous C,164.99408186551398,3,open-cast,19.989559976027518,100.00870215798786,20114.06340651093,0,16972.60887610824,116786.51625484863,10.78029158717603,19,46714.60650193945,54044.86532223339
2,2010-01-22,Sub-bituminous B,237.1216634772965,3,underground,34.19774194839563,93.98962858437639,38453.123908944224,0,134688.92690902838,258396.74554075045,17.547783325562225,8,69198.0,104158.82127662457
1,2010-05-13,Sub-bituminous A,89.27585551246955,3,open-cast,18.540195342543186,96.25851902897011,73789.74310140156,0,157454.4444393509,531144.8220637143,35.00587414329368,16,69174.0,199047.63795615887
1,2010-02-23,Bituminous A,454.0950281913761,3,underground,30.610639006917655,106.4804335759529,88068.29815708268,0,450786.90871096787,440897.33296301455,36.1851064048733,20,68202.0,239719.49171241155
10,2010-08-15,Sub-bituminous A,111.57703949735475,3,open-cast,22.164334903797048,107.32695091097635,56532.8466487661,0,48487.83024700902,359133.65907561046,35.73291601543314,25,67653.0,151905.62922671865
7,2010-07-09,Sub-bituminous C,235.13409333298438,2,underground,16.784340007090318,94.50102062060202,106061.77423389607,0,403480.2857896694,563611.1568445738,38.94247266057473,5,67793.0,287554.0932903168
5,2010-08-06,Anthracite,243.2315469076738,2,underground,20.283005010550127,99.78773974914218,81917.00134426463,0,512918.6373780275,531472.6557823662,0.7489033954452704,11,62659.0,223743.49642912907
2,2010-06-16,Bituminous C,404.63817280550177,2,underground,16.371256404979054,94.02962842536519,43060.00652737507,0,175741.15141725325,222980.20454871666,3.916023892069064,19,65133.0,116841.89493498667
4,2010-08-11,Lignite,546.4757419887667,3,underground,19.212461337088385,105.98821317445608,160314.09539775053,0,1085270.5778361002,971940.6294769853,46.33790576349896,7,64138.0,438540.9944042275
